simulationId,rounds,repeatAnyPair,repeatPairDifferentOpponents,repeatPairSameOpponents,repeatPairCount,repeatPairDifferentOpponentsCount,repeatPairSameOpponentsCount
32,10,true,true,false,4,4,0
33,10,true,true,false,7,7,0
34,10,true,true,false,6,6,0
35,10,true,true,false,6,6,0
36,10,true,true,false,5,5,0
37,10,true,true,false,5,5,0
38,10,true,true,false,10,10,0
39,10,true,true,false,6,6,0
40,10,true,true,false,2,2,0
41,10,true,true,false,9,9,0
42,10,true,true,false,7,7,0
43,10,true,true,false,9,9,0
44,10,true,true,false,6,6,0
45,10,true,true,false,6,6,0
46,10,true,true,false,8,8,0
47,10,true,true,false,13,13,0
48,10,true,true,false,7,7,0
49,10,true,true,false,8,8,0
50,10,true,true,false,8,8,0
1,10,true,true,false,4,4,0
2,10,true,true,false,5,5,0
3,10,true,true,false,3,3,0
4,10,true,true,false,6,6,0
5,10,true,true,false,4,4,0
6,10,true,true,false,4,4,0
7,10,true,true,false,5,5,0
8,10,true,true,false,4,4,0
9,10,true,true,false,6,6,0
10,10,true,true,false,6,6,0
11,10,true,true,false,7,7,0
12,10,true,true,false,6,6,0
13,10,true,true,false,10,10,0
14,10,true,true,false,5,5,0
15,10,true,true,false,6,6,0
16,10,true,true,false,1,1,0
17,10,true,true,false,3,3,0
18,10,true,true,false,2,2,0
19,10,true,true,false,3,3,0
20,10,true,true,false,5,5,0
21,10,true,true,false,3,3,0
22,10,true,true,false,5,5,0
23,10,true,true,false,9,9,0
24,10,true,true,false,8,8,0
25,10,true,true,false,8,8,0
26,10,true,true,false,2,2,0
27,10,true,true,false,4,4,0
28,10,true,true,false,3,3,0
29,10,true,true,false,3,3,0
30,10,true,true,false,3,3,0
31,10,true,true,false,5,5,0
32,10,true,true,false,7,7,0
33,10,true,true,false,6,6,0
34,10,true,true,false,6,6,0
35,10,true,true,false,9,9,0
36,10,true,true,false,6,6,0
37,10,true,true,false,6,6,0
38,10,true,true,false,3,3,0
39,10,true,true,false,8,8,0
40,10,true,true,false,6,6,0
41,10,true,true,false,3,3,0
42,10,true,true,false,3,3,0
43,10,true,true,false,7,7,0
44,10,true,true,false,3,3,0
45,10,true,true,false,6,6,0
46,10,true,true,false,7,7,0
47,10,true,true,false,5,5,0
48,10,true,true,false,2,2,0
49,10,true,true,false,2,2,0
50,10,true,true,false,4,4,0
